Entry	Length	EC number	Keywords	Gene Ontology (molecular function)
A0A8I5ZN27	1307		Alternative initiation;Alternative splicing;Calcium;Calcium channel;Calcium transport;cAMP;cAMP-binding;Cell membrane;Cell projection;cGMP;cGMP-binding;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Nucleotide-binding;Olfaction;Reference proteome;Sensory transduction;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Vision	calcium channel activity [GO:0005262]; cAMP binding [GO:0030552]; cGMP binding [GO:0030553]; cyclic nucleotide-activated monoatomic ion channel activity [GO:0043855]; intracellularly cAMP-activated cation channel activity [GO:0005222]; intracellularly cGMP-activated cation channel activity [GO:0005223]; intracellularly cyclic nucleotide-activated monoatomic cation channel activity [GO:0005221]; protein-containing complex binding [GO:0044877]; sodium channel activity [GO:0005272]
A0A8I5ZNK2	528	2.7.11.1	Acetylation;ATP-binding;Cytoplasm;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]
A0A8I6G705	197		Acetylation;Alternative splicing;Cytoplasm;Nucleus;Phosphoprotein;Reference proteome;RNA-binding	identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; mRNA 3'-UTR binding [GO:0003730]; mRNA CDS binding [GO:1990715]; pre-mRNA binding [GO:0036002]; pre-mRNA intronic binding [GO:0097157]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; transcription coactivator activity [GO:0003713]
A0A8I6GM68	1183	2.3.2.-; 3.5.1.-	Actin-binding;Autophagy;Cell projection;Chromatin regulator;Cytoplasm;Cytoskeleton;Hydrolase;Metal-binding;Methylation;Nucleus;Phosphoprotein;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation;Transferase;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger	alpha-tubulin binding [GO:0043014]; ATPase inhibitor activity [GO:0042030]; beta-catenin binding [GO:0008013]; beta-tubulin binding [GO:0048487]; deacetylase activity [GO:0019213]; dynein complex binding [GO:0070840]; enzyme binding [GO:0019899]; histone deacetylase activity [GO:0004407]; histone deacetylase binding [GO:0042826]; Hsp90 protein binding [GO:0051879]; microtubule binding [GO:0008017]; misfolded protein binding [GO:0051787]; peroxidase inhibitor activity [GO:0036479]; polyubiquitin modification-dependent protein binding [GO:0031593]; protein lysine deacetylase activity [GO:0033558]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; tau protein binding [GO:0048156]; transcription corepressor binding [GO:0001222]; tubulin deacetylase activity [GO:0042903]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]
A0A8M1NHK4	600		Cytoplasm;Methylation;mRNA processing;mRNA splicing;Nucleus;Reference proteome;Repeat;RNA-binding	mRNA binding [GO:0003729]
A0A8M2	471		Cytoplasm;Developmental protein;Phosphoprotein;Reference proteome;Repressor;Ribonucleoprotein;Translation regulation	DEAD/H-box RNA helicase binding [GO:0017151]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]
A0A8M3B525	287	3.4.19.-	3D-structure;Cell cycle;Cell division;Coiled coil;Cytoplasm;Cytoskeleton;Hydrolase;Metal-binding;Metalloprotease;Mitosis;Nucleus;Protease;Reference proteome;Ubl conjugation pathway;Zinc	cysteine-type deubiquitinase activity [GO:0004843]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; polyubiquitin modification-dependent protein binding [GO:0031593]
A0A8M9PDM1	317		Cytoplasmic vesicle;Disulfide bond;Fertilization;Glycoprotein;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	
A0A8M9PFP2	956		Calcium;Cell adhesion;Cell membrane;Endoplasmic reticulum;Glycoprotein;Golgi apparatus;Membrane;Postsynaptic cell membrane;Reference proteome;Repeat;Signal;Synapse;Transmembrane;Transmembrane helix	calcium ion binding [GO:0005509]; cell-cell adhesion mediator activity [GO:0098632]; neurexin family protein binding [GO:0042043]
A0A8U0WQF3	684		Chromosome;Cytoplasm;Direct protein sequencing;Glycoprotein;Nucleus;Reference proteome;Secreted;Signal;Storage protein	nutrient reservoir activity [GO:0045735]
A0A8V0ZB02	816		Calcium;Cell membrane;Endosome;Ion channel;Ion transport;Lipoprotein;Lysosome;Membrane;Palmitate;Reference proteome;Transmembrane;Transmembrane helix;Transport	calcium-activated cation channel activity [GO:0005227]; mechanosensitive monoatomic cation channel activity [GO:0140135]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; phosphatidylcholine transfer activity [GO:0120019]; phospholipid scramblase activity [GO:0017128]; sphingomyelin transfer activity [GO:0140338]
A0A8V1ABE9	376	4.3.1.18	3D-structure;Cell projection;Cytoplasm;Direct protein sequencing;Lyase;Metal-binding;Pyridoxal phosphate;Reference proteome;Zinc	D-serine ammonia-lyase activity [GO:0008721]; pyridoxal phosphate binding [GO:0030170]; zinc ion binding [GO:0008270]
A0A9E7S4M3	501	1.14.14.187; 1.14.19.80	Alkaloid metabolism;Glycoprotein;Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Transmembrane;Transmembrane helix	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A9E7S4M4	501	1.14.19.80	Alkaloid metabolism;Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Transmembrane;Transmembrane helix	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A9E8G339	393	2.5.1.6	ATP-binding;Cobalt;Cytoplasm;Magnesium;Metal-binding;Nucleotide-binding;One-carbon metabolism;Potassium;Transferase	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine adenosyltransferase activity [GO:0004478]
A0A9J9HGY6	251	4.1.2.-	3D-structure;Cobalt;Lyase;Magnesium;Manganese;Metal-binding;Plasmid;Pyruvate;Reference proteome;Zinc	aldehyde-lyase activity [GO:0016832]; metal ion binding [GO:0046872]
A0AA51VIL7	367	2.1.1.27	Alkaloid metabolism;Methyltransferase;S-adenosyl-L-methionine;Transferase	O-methyltransferase activity [GO:0008171]; protein dimerization activity [GO:0046983]
A0AAR7	518	2.7.11.17	ATP-binding;Calcium;Calmodulin-binding;Coiled coil;Kinase;Metal-binding;Nodulation;Nucleotide-binding;Nucleus;Phosphoprotein;Repeat;Serine/threonine-protein kinase;Transferase	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]; protein serine kinase activity [GO:0106310]
A0AAS4	418	2.7.8.27	Apoptosis;Golgi apparatus;Kinase;Lipid metabolism;Membrane;Phosphoprotein;Reference proteome;Sphingolipid metabolism;Transferase;Transmembrane;Transmembrane helix	ceramide cholinephosphotransferase activity [GO:0047493]; ceramide phosphoethanolamine synthase activity [GO:0002950]; kinase activity [GO:0016301]; sphingomyelin synthase activity [GO:0033188]
A0AAW1JA93	502	1.14.14.-; 1.14.14.126	Glycoprotein;Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Signal-anchor;Transmembrane;Transmembrane helix	beta-amyrin 28-monooxygenase activity [GO:0102373]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]
A0AV02	714		Alternative splicing;Chloride;Glycoprotein;Ion transport;Membrane;Potassium;Potassium transport;Proteomics identification;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	potassium:chloride symporter activity [GO:0015379]
A0AV96	593		3D-structure;Alternative splicing;Cytoplasm;Methylation;mRNA processing;mRNA splicing;Nucleus;Proteomics identification;Reference proteome;Repeat;RNA-binding	enzyme binding [GO:0019899]; enzyme-substrate adaptor activity [GO:0140767]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]
A0AVF1	554		Alternative splicing;Cell projection;Ciliopathy;Cilium;Disease variant;Protein transport;Proteomics identification;Reference proteome;Repeat;TPR repeat;Transport	intraciliary transport particle B binding [GO:0120170]
A0AVI4	362	2.3.2.27	Alternative splicing;Endoplasmic reticulum;Membrane;Metal-binding;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Ubl conjugation pathway;Unfolded protein response;Zinc;Zinc-finger	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
A0AVK6	867		3D-structure;Activator;Cell cycle;DNA-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Repressor;Transcription;Transcription regulation	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity [GO:0001217]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; identical protein binding [GO:0042802]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
A0AVT1	1052	6.2.1.45	3D-structure;Acetylation;Alternative splicing;ATP-binding;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Proteomics identification;Reference proteome;Ubl conjugation pathway	ATP binding [GO:0005524]; FAT10 activating enzyme activity [GO:0019780]; ubiquitin activating enzyme activity [GO:0004839]
A0AVX7	214		Calcium;Cell membrane;Cell projection;Cytoplasm;Differentiation;Lipoprotein;Membrane;Metal-binding;Myristate;Nucleus;Protein kinase inhibitor;Reference proteome	calcium ion binding [GO:0005509]; magnesium ion binding [GO:0000287]; phosphatase inhibitor activity [GO:0019212]; protein homodimerization activity [GO:0042803]; protein kinase inhibitor activity [GO:0004860]
A0FGR8	921		3D-structure;Alternative splicing;Calcium;Cell membrane;Endocytosis;Endoplasmic reticulum;Lipid transport;Lipid-binding;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; identical protein binding [GO:0042802]; phosphatidylcholine binding [GO:0031210]; phosphatidylethanolamine binding [GO:0008429]; phosphatidylinositol binding [GO:0035091]
A0FGR9	886		Alternative splicing;Calcium;Cell membrane;Endoplasmic reticulum;Lipid transport;Lipid-binding;Membrane;Metal-binding;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; phosphatidylcholine binding [GO:0031210]; phosphatidylethanolamine binding [GO:0008429]; phosphatidylinositol binding [GO:0035091]
A0FI79	644	3.1.3.36; 3.1.3.86	Cell membrane;Cell projection;Cilium;Cytoplasm;Cytoskeleton;Golgi apparatus;Hydrolase;Lipid metabolism;Lipoprotein;Membrane;Methylation;Nucleus;Phosphoprotein;Prenylation;Reference proteome;Repeat	inositol-polyphosphate 5-phosphatase activity [GO:0004445]; phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity [GO:0034485]; phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]
A0FIN4	322		Acetylation;Activator;Antiviral defense;Cytoplasm;DNA-binding;Immunity;Innate immunity;Isopeptide bond;Nucleus;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Tumor suppressor;Ubl conjugation	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription cis-regulatory region binding [GO:0000976]
A0FKN5	742		3D-structure;Cell membrane;Glycoprotein;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Zinc	metal ion binding [GO:0046872]; oxalate:chloride antiporter activity [GO:0160046]; sulfate:chloride antiporter activity [GO:0160044]
A0JLT2	244		3D-structure;Activator;Alternative splicing;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Transcription;Transcription regulation	transcription coregulator activity [GO:0003712]
A0JMD4	774		Calcium;Calcium channel;Calcium transport;Endosome;Glycoprotein;Ion channel;Ion transport;Lysosome;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	identical protein binding [GO:0042802]; intracellularly phosphatidylinositol-3,5-bisphosphate-gated monatomic cation channel activity [GO:0097682]; ligand-gated sodium channel activity [GO:0015280]; NAADP-sensitive calcium-release channel activity [GO:0072345]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; voltage-gated calcium channel activity [GO:0005245]
A0JMQ9	716	3.4.19.12	ANK repeat;Cytoplasm;Hydrolase;Metal-binding;Nucleus;Protease;Reference proteome;Repeat;Thiol protease;Ubl conjugation pathway;Wnt signaling pathway;Zinc;Zinc-finger	cysteine-type deubiquitinase activity [GO:0004843]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; zinc ion binding [GO:0008270]
A0JMZ4	761	2.1.1.361; 2.1.1.362	Chromatin regulator;Chromosome;Metal-binding;Methyltransferase;Nucleus;Reference proteome;Repressor;S-adenosyl-L-methionine;Transcription;Transcription regulation;Transferase;Zinc	chromatin binding [GO:0003682]; histone H4K20 methyltransferase activity [GO:0042799]; histone H4K20 monomethyltransferase activity [GO:0140944]; histone H4K20me methyltransferase activity [GO:0140941]; metal ion binding [GO:0046872]; S-adenosyl-L-methionine binding [GO:1904047]
A0JN54	734	2.7.1.107; 2.7.1.93	Acetylation;ATP-binding;Calcium;Cytoplasm;Kinase;Lipid metabolism;Metal-binding;Nucleotide-binding;Reference proteome;Repeat;Transferase;Zinc;Zinc-finger	alkylglycerol kinase activity [GO:0047649]; ATP binding [GO:0005524]; ATP-dependent diacylglycerol kinase activity [GO:0004143]; calcium ion binding [GO:0005509]; zinc ion binding [GO:0008270]
A0JN74	468	2.3.2.27	Antiviral defense;Coiled coil;Cytoplasm;Isopeptide bond;Metal-binding;Nucleus;Phosphoprotein;Reference proteome;Transferase;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger	protein-macromolecule adaptor activity [GO:0030674]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
A0JNB0	537	2.7.10.2	Adaptive immunity;ATP-binding;Cell membrane;Cytoplasm;Developmental protein;Immunity;Kinase;Lipoprotein;Manganese;Membrane;Metal-binding;Myristate;Nucleotide-binding;Nucleus;Palmitate;Phosphoprotein;Proto-oncogene;Reference proteome;SH2 domain;SH3 domain;Transferase;Tyrosine-protein kinase	alpha-tubulin binding [GO:0043014]; ATP binding [GO:0005524]; disordered domain specific binding [GO:0097718]; ephrin receptor binding [GO:0046875]; G protein-coupled receptor binding [GO:0001664]; growth factor receptor binding [GO:0070851]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; phospholipase activator activity [GO:0016004]; phospholipase binding [GO:0043274]; protein tyrosine kinase activity [GO:0004713]; scaffold protein binding [GO:0097110]; signaling receptor binding [GO:0005102]; tau protein binding [GO:0048156]; transmembrane transporter binding [GO:0044325]
A0JNC1	445	2.7.7.41	Endoplasmic reticulum;Lipid biosynthesis;Lipid metabolism;Membrane;Nucleotidyltransferase;Phospholipid biosynthesis;Phospholipid metabolism;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix	phosphatidate cytidylyltransferase activity [GO:0004605]
A0JNC4	281	2.3.1.199	Acetylation;Disulfide bond;Endoplasmic reticulum;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	fatty acid elongase activity [GO:0009922]
A0JNH9	485	3.1.1.-	ADP-ribosylation;Chromosome;Coiled coil;Cytoplasm;DNA damage;DNA repair;Hydrolase;Metal-binding;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat;Zinc;Zinc-finger	3'-5' exonuclease activity [GO:0008408]; ADP-D-ribose modification-dependent protein binding [GO:0160002]; DNA endonuclease activity [GO:0004520]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; histone binding [GO:0042393]; histone chaperone activity [GO:0140713]; nucleotide binding [GO:0000166]; poly-ADP-D-ribose binding [GO:0072572]; zinc ion binding [GO:0008270]
A0JNI4	334	4.3.1.17; 4.3.1.18; 5.1.1.18	Allosteric enzyme;ATP-binding;Calcium;Isomerase;Lyase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Pyridoxal phosphate;Reference proteome;S-nitrosylation	ATP binding [GO:0005524]; D-serine ammonia-lyase activity [GO:0008721]; L-serine ammonia-lyase activity [GO:0003941]; magnesium ion binding [GO:0000287]; pyridoxal phosphate binding [GO:0030170]; serine racemase activity [GO:0030378]; threonine racemase activity [GO:0018114]
A0JNM1	130		Cell membrane;Lipid transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	bile acid transmembrane transporter activity [GO:0015125]; protein heterodimerization activity [GO:0046982]
A0JNT9	577		3D-structure;Alternative splicing;Coiled coil;Cytoplasm;Cytoskeleton;Neurogenesis;Reference proteome;Transport	dynactin binding [GO:0034452]; small GTPase binding [GO:0031267]
A0JNU3	564	3.1.1.47; 3.1.1.5; 3.5.1.1	Acyltransferase;ANK repeat;Hydrolase;Lipid degradation;Lipid metabolism;Phosphoprotein;Reference proteome;Repeat;Transferase	1-alkyl-2-acetylglycerophosphocholine esterase activity [GO:0003847]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; asparaginase activity [GO:0004067]; lysophospholipase activity [GO:0004622]
A0JNW5	1464		Alternative splicing;Coiled coil;Cytoplasm;Endosome;Phosphoprotein;Proteomics identification;Reference proteome	GARP complex binding [GO:0062069]; lipid transfer activity [GO:0120013]; protein homodimerization activity [GO:0042803]
A0JP26	581		Alternative splicing;ANK repeat;Coiled coil;Reference proteome;Repeat	
A0JPF9	462	2.7.7.40	Alternative splicing;Cytoplasm;Nucleotidyltransferase;Reference proteome;Transferase	cytidylyltransferase activity [GO:0070567]; D-ribitol-5-phosphate cytidylyltransferase activity [GO:0047349]; protein homodimerization activity [GO:0042803]
